Elements, Results
8192, 160, 127, 107, 137, 153, 116, 124, 112, 187, 126, 130, 126, 191, 118, 132, 109, 135, 128, 114, 109, 127, 115, 111, 148, 131, 114, 126, 191, 128, 110, 102, 126, 112, 127, 115, 117, 129, 105, 113, 215, 174, 131
16384, 265, 235, 232, 191, 277, 243, 263, 192, 214, 244, 196, 246, 218, 276, 292, 173, 230, 255, 258, 269, 241, 241, 258, 178, 227, 243, 233, 240, 237, 238, 231, 204, 208, 250, 239, 202, 249, 247, 242, 217, 241, 327
32768, 224, 290, 316, 187, 267, 239, 259, 225, 228, 247, 293, 192, 264, 252, 266, 247, 263, 247, 343, 235, 277, 322, 316, 307, 219, 261, 234, 241, 264, 289, 290, 255, 237, 286, 326, 231, 253, 228, 252, 276, 235, 232
65536, 210, 204, 193, 223, 173, 219, 228, 207, 169, 169, 139, 187, 188, 177, 192, 139, 192, 202, 195, 150, 198, 150, 170, 168, 157, 188, 139, 149, 149, 237, 206, 164, 231, 150, 174, 152, 175, 145, 169, 156, 179, 193
131072, 227, 187, 219, 222, 189, 243, 213, 171, 168, 168, 193, 182, 181, 326, 223, 171, 174, 214, 338, 236, 174, 188, 197, 217, 169, 248, 164, 245, 194, 320, 167, 177, 167, 166, 220, 339, 188, 198, 200, 169, 368, 221
262144, 294, 310, 295, 321, 311, 344, 352, 367, 288, 308, 302, 347, 295, 286, 355, 305, 326, 357, 302, 339, 335, 366, 351, 292, 342, 293, 346, 358, 325, 334, 296, 349, 275, 381, 282, 310, 324, 325, 385, 298, 354, 299
524288, 413, 559, 407, 421, 485, 590, 424, 451, 406, 408, 423, 421, 453, 408, 409, 432, 464, 462, 407, 475, 432, 409, 453, 444, 413, 476, 403, 411, 439, 439, 402, 437, 520, 433, 495, 412, 435, 428, 416, 417, 415, 412
1048576, 783, 815, 734, 823, 680, 752, 663, 684, 683, 678, 702, 680, 665, 772, 652, 754, 692, 686, 713, 666, 726, 704, 786, 662, 669, 713, 807, 656, 779, 722, 664, 676, 691, 704, 748, 771, 719, 684, 710, 747, 744, 679
2097152, 1344, 1195, 1422, 1340, 1318, 1311, 1143, 1361, 1150, 1182, 1193, 1362, 1191, 1189, 1318, 1341, 1184, 1314, 1164, 1159, 1310, 1372, 1338, 1174, 1332, 1310, 1195, 1453, 1330, 1180, 1189, 1342, 1161, 1163, 1339, 1322, 1188, 1198, 1198, 1295, 1149, 1171
4194304, 2121, 2284, 2235, 2384, 2134, 2113, 2145, 2147, 2146, 2131, 2129, 2318, 2330, 2101, 2109, 2282, 2138, 2092, 2458, 2345, 2266, 2141, 2110, 2313, 2091, 2145, 2349, 2150, 2360, 2103, 2263, 2120, 2096, 2089, 2326, 2144, 2160, 2125, 2267, 2117, 2388, 2196
8388608, 3986, 4021, 4095, 3993, 4192, 4205, 3987, 4008, 3983, 4273, 4234, 4043, 4023, 4034, 4204, 4088, 4392, 4044, 4194, 4782, 4369, 4354, 5141, 4328, 4027, 4206, 4054, 4234, 4201, 3987, 4234, 4172, 4188, 4311, 3976, 4129, 4112, 4012, 4167, 4065, 4153, 4174
16777216, 8384, 8356, 8314, 8314, 8219, 8099, 7772, 8152, 7991, 8787, 7991, 7705, 7932, 7936, 8135, 7651, 9533, 8137, 8145, 8120, 7725, 7859, 7869, 8201, 8092, 8098, 7975, 8336, 7981, 8112, 8288, 7756, 7702, 8000, 7780, 7682, 7938, 8431, 7927, 7851, 7821, 8000
33554432, 15184, 15154, 15642, 15456, 16146, 16347, 15532, 15569, 15186, 15127, 15461, 15989, 15677, 15367, 15843, 16044, 15154, 15628, 15810, 15651, 15769, 15416, 15781, 15371, 15523, 16272, 15206, 15258, 15424, 15968, 15295, 15099, 15781, 15813, 15118, 15958, 15791, 15680, 16125, 15719, 15600, 15770
67108864, 31213, 30335, 30439, 30458, 30700, 30329, 29761, 29892, 30909, 29648, 35208, 31165, 32588, 30546, 30432, 29775, 30438, 30759, 30022, 30393, 30887, 29862, 30195, 31061, 30523, 30182, 29746, 29849, 29994, 30236, 30638, 30660, 30763, 30879, 30459, 30065, 30629, 30813, 30343, 30832, 30191, 30014
134217728, 59848, 60548, 60545, 64982, 60551, 60814, 61925, 60314, 60534, 60495, 78623, 60412, 60633, 60292, 62058, 60597, 60512, 86836, 60568, 60912, 60643, 60486, 60994, 60631, 60163, 61885, 59964, 60311, 60540, 68412, 61054, 60719, 60477, 60324, 60699, 62140, 71313, 62085, 60921, 60080, 59999, 60272
268435456, 122633, 122621, 123967, 123764, 122401, 122862, 123150, 122586, 122464, 123742, 123276, 122974, 122881, 123021, 123606, 123574, 125944, 122601, 123694, 122865, 123088, 123039, 122795, 123093, 123563, 126596, 124268, 122430, 123351, 123339, 172698, 169425, 169409, 169244, 157918, 160686, 162013, 134391, 158014, 154718, 121955, 131224
